longitude,latitude,distance_to_nearest_streetlight,count_of_nearby_streetlight_500m_approx,distance_to_nearest_nightlifevenue,count_of_nearby_nightlifevenue_500m_approx,distance_to_nearest_transportstation,count_of_nearby_transportstation_500m_approx,distance_to_nearest_policestation,count_of_nearby_policestation_500m_approx,count_restaurant,count_bar,count_nightclub
77.2775285,28.6307263,0.0,17,0.00017060861642595736,12,0.00012901728566358972,7,0.00033175273924915087,1,15,0,0
77.2755005,28.6300645,0.0,19,0.0005291849298665756,11,0.0018459809858167452,7,0.001963173919949262,1,12,0,0
77.2759721,28.6296773,0.0,19,0.00028713796335382897,11,0.0013013988320284854,7,0.0016339396806443478,1,12,0,0
77.274933,28.6297512,0.0,19,0.0007902122562972212,11,0.0023423474080521275,7,0.002585254993220404,1,12,0,0
77.279151,28.6356314,0.0,3,0.0022592274099819364,6,0.003648438156251143,3,0.005498106737777845,0,17,0,0
77.2791467,28.6360605,0.0,3,0.002632213655842467,3,0.003933003946092871,2,0.005906000640024883,0,17,0,0
77.2764409,28.6344158,0.0,13,0.0016808042479676617,8,0.0038171969048010792,4,0.004128354520869667,1,16,0,0
77.2354772,28.5538147,0.0,18,0.003071320766382003,16,0.003649862146723913,1,0.0032322116793373256,1,34,3,0
77.2360455,28.5532661,0.0,19,0.0028466756225453797,22,0.0042801234047730495,1,0.003907661603828794,1,33,3,0
77.2354752,28.553815,0.0,18,0.003070910653208526,16,0.0036478481026519373,1,0.003230189488247745,1,34,3,0
77.2375626,28.551764,0.0,19,0.00242653822966123,30,0.005514420913387617,0,0.0037417724209283564,1,34,3,0
77.2374971,28.5513631,0.0,21,0.0020410120234826894,29,0.005871981513086924,0,0.003936120365290755,1,34,3,0
77.2375181,28.5520198,0.0,19,0.0026411617689969407,30,0.005345789657291291,0,0.0037202549643843507,1,34,3,0
77.2375438,28.5518853,0.0,19,0.002528212263634789,30,0.005432096041129178,0,0.003727105292323619,1,34,3,0
77.2373774,28.5511031,0.0,23,0.0017558731873344245,29,0.0061523107593844245,0,0.004148930573057915,1,35,3,0
77.2375216,28.5514133,0.0,21,0.0020967787413058805,29,0.005817091486306973,0,0.0038948218059484123,1,34,3,0
77.2373104,28.5509848,0.0,23,0.0016199256340944904,29,0.0062649492591778655,0,0.0042599059109407825,1,35,3,0
77.2375741,28.5516132,0.0,20,0.0022974089862290536,30,0.005626051611922239,0,0.0037767437932728957,1,34,3,0
77.2370969,28.5505383,0.0,23,0.0011273137806300602,23,0.006314452796565666,0,0.004656321076781171,1,38,3,0
77.2369557,28.5502051,0.0,23,0.0007722959277357687,19,0.006390740129283916,0,0.0049483184669232485,1,38,3,0
77.2366807,28.5496984,0.0,23,0.00021684595914695168,13,0.006498425096129981,0,0.005457808604203003,0,39,3,0
77.2368308,28.5499127,0.0,23,0.00046876093054556815,13,0.006472866698005364,0,0.005212609206529489,0,38,3,0
77.2055937,28.5597944,0.0,7,0.002156612327241532,7,0.0016540409819684342,5,0.01804294191754664,0,9,3,1
77.2054693,28.5598208,0.0,7,0.002191690728639835,7,0.0017595071724797627,5,0.01796301935644844,0,9,3,1
77.2053572,28.5598381,0.0,7,0.0022226308397956334,7,0.0018524677514153147,5,0.017897275057952102,0,9,3,1
77.20524,28.5598687,0.0,7,0.00227288830565858,7,0.001960167015845102,5,0.017817824819550018,0,9,3,1
77.2051333,28.5598887,0.0,7,0.0023155609342014765,7,0.0020545064711547053,5,0.017752969373322904,0,9,3,1
77.2050298,28.5599144,0.0,7,0.0023670429189184988,7,0.002151198424135756,5,0.01768478975985192,0,9,3,1
77.1937415,28.5600508,0.0,1,0.000681535589682154,8,0.005492149713912797,0,0.012602413610095101,0,19,8,0
77.2065581,28.5595947,0.0,7,0.0017870041969758176,7,0.0010257866639846985,5,0.018675991721190204,0,8,3,1
77.2404716,28.5840855,0.0,41,0.0056015851229760565,0,0.00010076685961919723,6,0.008818086005475236,0,8,0,0
77.2481883,28.5809258,0.0,10,0.0034677043833022314,1,0.0034357576587940334,3,0.008898996836162586,0,2,0,0
77.2719144,28.6314294,0.0,16,0.0018943105579557879,4,0.00115804034472576,2,0.00561253009078581,0,12,0,0
77.2719774,28.6322374,0.0,17,0.0025046686986510214,3,0.0009640639190466442,2,0.005319479741476117,0,12,0,0
77.2732137,28.6300234,0.0,18,5.255435281418147e-05,9,0.003065248950742166,5,0.004237136553144526,1,12,0,0
77.2321738,28.6564625,0.0,4,0.0008228393403367907,6,0.002230531562205184,8,0.0023971438108698114,4,16,0,0
77.2321097,28.6563131,0.0,4,0.0008670397049798299,6,0.002351619208119584,8,0.002504215282277506,4,16,0,0
77.2323044,28.6564977,0.0,4,0.0007061595428775259,6,0.0022461885339403816,8,0.0024287486510563296,4,16,0,0
77.272797,28.6307197,0.0,18,0.0007824477618341674,9,0.0022905739826534293,4,0.004646732521892336,1,12,0,0
77.2728695,28.6305668,0.0,18,0.0006156984001913814,9,0.00244421317605779,4,0.00456654457221176,1,12,0,0
77.2259353,28.5902508,0.0,6,0.0010455838225579626,1,0.002700360466682169,9,0.002356406425043557,1,11,5,0
77.2279136,28.590786,0.0,6,0.0026782605100964803,1,0.0018041230916984673,6,0.003168230908565029,1,15,5,0
77.2259464,28.5902017,0.0,6,0.0009996638685059289,1,0.0027378164675505366,9,0.002306071312860982,1,11,5,0
77.2413299,28.5715959,0.0,43,0.001452868060082007,10,0.00347002711372234,3,0.003547999126267636,1,21,0,0
77.2424991,28.5711206,0.0,52,0.0004538625452707008,9,0.004102746227834721,3,0.003621846348209469,1,21,0,0
77.2400763,28.5704876,0.0,42,0.00040894895769387485,9,0.0018141528050278387,6,0.0023355404192610552,1,26,0,0
77.2286314,28.6043692,0.0,9,0.001884256895966366,19,0.001725061309053705,9,0.0033530099731433442,2,23,4,0
77.2287254,28.6045031,0.0,9,0.002039106284624196,17,0.0018874736157081266,9,0.003512569334546631,2,23,4,0
77.2290246,28.6048661,0.0,9,0.002264105229443943,16,0.0023509186991460007,9,0.003965046386866266,1,23,4,0
77.2290664,28.6042958,0.0,9,0.0019787236113170672,18,0.0019098147449354234,9,0.0034747389254411497,2,23,4,0
77.2290589,28.6050194,0.0,9,0.002109922484357979,15,0.0024997506455591637,9,0.004118850166004307,1,23,4,0
77.2291198,28.6045976,0.0,9,0.0022718425583693053,16,0.002179506925892733,9,0.003765704847706046,1,23,4,0
77.2291992,28.6050844,0.0,9,0.0019959696841394753,15,0.002628025098810529,9,0.004236738368129667,1,23,4,0
77.2285949,28.6043791,0.0,9,0.0018844501824133155,19,0.0017171665324017097,9,0.003348724799084848,2,23,4,0
77.2287482,28.6042324,0.0,9,0.001789751236903614,21,0.001667042806886866,11,0.003273822383697863,2,23,4,0
77.1553731,28.6933259,0.0,1,0.006165263343126934,0,0.0017793036418844782,3,0.010325055363044592,0,1,0,0
77.2254756,28.5893391,0.0,6,0.00028653406430213503,2,0.0026091109596914444,12,0.0017088403377732867,1,5,1,0
77.2254393,28.5892862,0.0,6,0.00030510740731903017,3,0.0025449568994402568,12,0.001688607663130223,1,5,1,0
77.2256151,28.5893556,0.0,6,0.0001800637942559789,2,0.0027027701530086936,12,0.0016444642896693757,1,5,1,0
77.2436669,28.5688129,0.0,65,0.0015610890173208339,12,0.0034332490879725374,10,0.003335224760040485,1,18,0,0
77.2397887,28.5699433,0.0,40,0.0003501849796924077,9,0.0013336375557129936,7,0.001870098179237278,1,27,0,0
77.2404548,28.5713586,0.0,40,0.0010950429763270945,10,0.002638785411884901,4,0.003185489868137252,1,26,0,0
77.2498666,28.5685201,0.0,35,0.0027752149556479447,6,0.002709581757394833,17,0.009479431236638348,0,10,0,0
77.243793,28.5687985,0.0,67,0.0015382940843675127,12,0.0033350949926577366,10,0.0034564396841264026,1,17,0,0
77.2487292,28.5693862,0.0,43,0.0022766761078418544,7,0.0023824367735529564,9,0.008423422744945262,0,13,0,0
77.2403286,28.570936,0.0,42,0.0008898666978806807,10,0.0022720980634620223,5,0.0027630623047631047,1,26,0,0
77.2395805,28.5697087,0.0,39,0.0005946193404188834,9,0.0010826766322409715,8,0.0017370071962980965,1,28,1,0
77.2399039,28.5701554,0.0,41,0.00022588078714370002,9,0.0015121533387857905,7,0.0020412846567790573,1,26,0,0
77.2410321,28.5722879,0.0,39,0.002060436871155058,10,0.0036927514998943835,4,0.004163466296249216,1,21,0,0
77.2403714,28.571195,0.0,40,0.0009721548230677722,10,0.0024677535958838874,4,0.0030213808267085156,1,26,0,0
77.2464171,28.5683801,0.0,49,0.0008625523172582174,10,0.002265312397884742,10,0.006027135133715879,0,15,0,0
77.2402506,28.5709711,0.0,40,0.0008340166964778767,10,0.0022317108280389005,5,0.0028010475129872734,1,26,0,0
77.2487816,28.5694875,0.0,41,0.0023874429522033314,7,0.002371104057181037,9,0.008490364659429258,0,13,0,0
77.2403111,28.570893,0.0,42,0.0008466880712525884,10,0.002232523316787245,5,0.0027205481524893507,1,26,0,0
77.240223,28.5709249,0.0,40,0.0008098746631488499,10,0.002181412904518831,5,0.0027564781316040147,1,26,0,0
77.2397863,28.5700626,0.0,40,0.00023367338316772712,9,0.001368704277778997,7,0.0019840955244119557,1,27,0,0
77.2405546,28.5715259,0.0,40,0.0012495776286438613,10,0.002825833968934458,4,0.0033560688386880173,1,23,0,0
77.2488182,28.5696949,0.0,41,0.002570615500229402,7,0.0023016499494910763,9,0.00856093566907854,0,13,0,0
77.2396753,28.5698513,0.0,40,0.00043769875485355806,9,0.0012008479212621916,7,0.0018248706803481434,1,27,1,0
77.2407243,28.5718593,0.0,40,0.0015597112873891618,10,0.003180924697313853,4,0.003700415652329569,1,21,0,0
77.2488032,28.5695867,0.0,41,0.0024771224939445073,7,0.0023393415590658054,9,0.00852758014269125,0,13,0,0
77.2396801,28.5697323,0.0,40,0.0005558411283831837,9,0.0011844325434557917,8,0.0017141101248141744,1,27,0,0
77.2399597,28.5702285,0.0,42,0.00024656723221141486,10,0.0015922468056159106,6,0.002100091778945827,1,26,0,0
77.2409521,28.5721242,0.0,40,0.0018976845180450834,10,0.003529703273649002,4,0.003989797514914912,1,21,0,0
77.2490743,28.5691905,0.0,40,0.0023903079048605757,6,0.0027779391497996186,14,0.008740147074285203,0,12,0,0
77.2402909,28.5710409,0.0,41,0.000874119362570223,10,0.0023069204516008484,5,0.002869035133978388,1,26,0,0
77.2496212,28.5687835,0.0,36,0.002641138074780851,6,0.002930455162597034,17,0.009247826951787172,0,10,0,0
77.2463088,28.5682819,0.0,49,0.0007703505241090052,10,0.0023729211217433602,11,0.005916289490041633,0,15,0,0
77.2493351,28.5689901,0.0,38,0.0024865399654960163,6,0.003106190799025608,16,0.008978792765177417,0,11,0,0
77.2437753,28.5687614,0.0,66,0.0015786694429174007,12,0.0033704036627763083,10,0.0034324863481153566,1,17,0,0
77.2406767,28.5715862,0.0,41,0.0013856953958218984,10,0.002956171152008556,4,0.0034242310801107343,1,23,0,0
77.2490874,28.5697878,0.0,39,0.002814807108844033,7,0.002508359276488398,11,0.00884246662532328,0,12,0,0
77.2436453,28.5688685,0.0,65,0.0015161520372303334,12,0.0034224484130584644,10,0.003325199284254829,1,18,0,0
77.2400394,28.5703744,0.0,42,0.0003311250217067951,9,0.0017274028395238704,6,0.002229005899497503,1,26,0,0
77.2406967,28.5718131,0.0,40,0.0015115536709029358,10,0.003128592822660185,4,0.0036520080229935194,1,21,0,0
77.1665907,28.5868498,0.0,37,0.0010284914827087951,29,0.003811856792958798,8,0.0024106583747979327,2,28,1,0
77.1669055,28.5870946,0.0,37,0.000653060004901814,29,0.0034490847090257733,8,0.0020125600910257634,2,28,1,0
77.1678277,28.5874687,0.0,37,0.00046453620957126874,29,0.0024754226548213015,8,0.0011242107853925854,2,28,1,0
77.1677857,28.5872779,0.0,37,0.0005796820249045669,29,0.0025500110823365335,9,0.001310579310839001,2,28,1,0
77.1679053,28.5874458,0.0,37,0.000538083868926044,29,0.0024019713258099673,9,0.0011062183871154755,2,28,1,0
77.1669825,28.5857049,0.0,37,0.0019829983156826303,29,0.003912264203757509,4,0.0030765231755962167,2,28,1,0
77.1682195,28.5870341,0.0,37,0.0006760680808907176,29,0.002201548518654132,10,0.001408304572880228,2,28,1,0
77.166582,28.5861508,0.0,37,0.0016466540923950209,29,0.0040530590348515005,8,0.0029222663413813526,2,28,1,0
77.1683894,28.58672,0.0,37,0.0009099635707038587,29,0.0021823514153388227,11,0.0017093480891854018,2,28,1,0
77.1682339,28.5868821,0.0,37,0.0008130552072279124,29,0.00224656934012658,10,0.0015573061388167158,2,28,1,0
77.1677963,28.5867317,0.0,37,0.0010821381843381498,29,0.002707549659744733,10,0.0018056770503006468,2,28,1,0
77.1670566,28.5868887,0.0,37,0.0008004695684427674,29,0.0033521613997624243,8,0.0020518231746432312,2,28,1,0
77.1675491,28.5870135,0.0,37,0.0007426244407514751,29,0.0028443763604710758,8,0.0016578993726958362,2,28,1,0
77.1672083,28.5863061,0.0,37,0.0013694070687689558,29,0.0034200391869136488,8,0.0024405340747438815,2,28,1,0
77.1679769,28.5866601,0.0,37,0.0011182088221827287,29,0.0025741614557016727,10,0.0018217957651720277,2,28,1,0
77.1676665,28.5860169,0.0,37,0.0017219038068338232,29,0.0031696364460355475,10,0.0025248390938824934,2,28,1,0
77.1678637,28.5871152,0.0,37,0.0007589041704980591,29,0.002513897088193634,9,0.0014237693773918598,2,28,1,0
77.1674475,28.5858878,0.0,37,0.0018042206766357256,29,0.0034232942453222377,9,0.0027182312852315196,2,28,1,0
77.1679281,28.5869134,0.0,37,0.0009292113860733513,29,0.002516816610329139,10,0.0015911354687762295,2,28,1,0
77.1671986,28.5858004,0.0,37,0.0018751074902516832,29,0.0036789171368735826,6,0.0028952869166931133,2,28,1,0
77.1671644,28.5870781,0.0,37,0.0005987044429434358,29,0.003200028788932716,8,0.0018389473782519416,2,28,1,0
77.1667417,28.5865195,0.0,37,0.0012449758391217245,29,0.0037660803230948297,8,0.002537030179160276,2,28,1,0
77.1671556,28.5862497,0.0,37,0.0014266178640405987,29,0.0034922909744201595,8,0.002515652984810839,2,28,1,0
77.1679244,28.5864378,0.0,37,0.0013409901006364387,29,0.002726179792310191,10,0.002050202480243643,2,28,1,0
77.1666518,28.5870821,0.0,37,0.000810517100379501,29,0.0037000660656334072,8,0.0022164454471056577,2,28,1,0
77.1665428,28.5864115,0.0,37,0.00142644635721093,29,0.003990096777023221,8,0.0027503905359009726,2,28,1,0
77.1678561,28.5864164,0.0,37,0.0013901784058212479,29,0.0027960050518624374,10,0.0020881277451338743,2,28,1,0
77.1676665,28.5860717,0.0,37,0.00166918339315547,29,0.0031389380369854264,10,0.0024725346124964812,2,28,1,0
77.166661,28.5858319,0.0,37,0.0019218744417891203,29,0.004124332582369504,5,0.003132350251803618,2,28,1,0
77.167966,28.5873599,0.0,37,0.0005912757816712996,29,0.0023569299628938677,9,0.001158546201060557,2,28,1,0
77.1678214,28.5861872,0.0,37,0.0016113172065060992,29,0.0029460097114641886,10,0.0023184594561900082,2,28,1,0
77.1669944,28.5861016,0.0,37,0.0015877819308726694,29,0.0037031935002199605,8,0.0027252574208707476,2,28,1,0
77.1680973,28.5871899,0.0,37,0.0006074971687225305,29,0.0022687578010931225,10,0.0012786076998053944,2,28,1,0
77.1673979,28.5872314,0.0,37,0.0004846244009506616,29,0.002939175049233564,8,0.0015693695676912555,2,28,1,0
77.1673495,28.5858382,0.0,37,0.0018430601319524322,29,0.0035322587178761647,8,0.002800352613508471,2,28,1,0
77.2937256,28.6218193,0.0,105,0.007487853807993096,0,0.0008439680858872347,7,0.009168680854409104,0,2,0,0
77.2523332,28.5517957,0.0,11,0.0004990335559859671,19,0.0007049022059834049,10,0.002445972471218833,2,24,3,0
77.2521941,28.5523136,0.0,11,0.0008822590152580608,19,0.0010055806780197559,5,0.0027832465665073884,2,24,3,0
77.2510388,28.5524093,0.0,11,0.0010377939776255118,19,0.0012141585069480498,8,0.0024856410139026913,1,32,3,0
77.2507993,28.5522227,0.0,11,0.0010047866689007596,19,0.0012374473120108976,9,0.0022815398528184994,1,35,3,0
77.2521408,28.552732,0.0,11,0.0012820713942688093,19,0.0013750370358684815,1,0.003123080460056732,2,24,3,0
77.2492709,28.5518349,0.0,11,0.002210352589516563,19,0.002502818437279325,9,0.0023945130319150314,1,40,3,0
77.2498492,28.5518127,0.0,11,0.0016386390999803923,19,0.0019303708762789071,9,0.002070849518917725,1,40,3,0
77.2523993,28.551558,0.0,11,0.00044789955346961094,20,0.0006755570294187162,10,0.002318052546849308,2,26,3,0
77.2489469,28.5518518,0.0,11,0.0025327492098393013,18,0.002789067630958615,9,0.002617866744124763,1,40,3,0
77.2392668,28.5718655,0.0,30,0.0008706242645384191,9,0.0022637441661924463,6,0.0038599015699906877,1,30,1,0
77.2408481,28.5705902,0.0,44,0.0010576997730970346,8,0.002551132846397217,4,0.002458888653438758,1,24,0,0
77.2406437,28.5700589,0.0,44,0.0009512779825129357,9,0.002191174217176782,4,0.0019017305487387737,1,24,0,0
77.290068,28.6218781,0.0,57,0.006084789516492493,0,0.0017365437195762806,9,0.012789158673264616,0,1,0,0
77.2898435,28.6222825,0.0,48,0.005644423376218059,0,0.002160664032190736,8,0.01307217110123573,0,1,0,0
77.2901939,28.6216938,0.0,64,0.006303411806317957,0,0.0015510792919764306,9,0.012640280576392545,0,3,0,0
77.2903444,28.6221684,0.0,54,0.006096331665020151,0,0.002034501894812615,7,0.012559347183679063,0,1,0,0
77.2901543,28.6222593,0.0,50,0.005892569467554239,0,0.002115909378966591,7,0.012761833289152764,0,1,0,0
77.2899198,28.6220921,0.0,51,0.005829907863768889,0,0.001962016037140627,9,0.012966692911066023,0,1,0,0
77.2901989,28.6221082,0.0,53,0.006025336388942196,0,0.0019654591957091647,7,0.012693393765665778,0,1,0,0
77.2902622,28.6215849,0.0,69,0.006428394519628695,0,0.0014460165593780398,8,0.012559397320335236,0,3,0,0
77.2901302,28.6217934,0.0,62,0.006188343465734393,0,0.0016500960093295235,9,0.012716165963066442,0,2,0,0
77.2898564,28.6221966,0.0,49,0.005712179056194312,0,0.0020738034622387997,8,0.013045539781853988,0,1,0,0
77.289996,28.6219851,0.0,54,0.005958811446923984,0,0.001847961820492994,9,0.012875496012581953,0,1,0,0
77.2905177,28.6218927,0.0,66,0.006407181683854643,0,0.0017879397584917526,7,0.012345932101716067,0,1,0,0
77.2899312,28.6223243,0.0,48,0.005681638899117445,0,0.0021916493902989047,9,0.012992686895716123,0,1,0,0
77.2903311,28.6214826,0.0,71,0.006549294245947182,0,0.0013516590731398263,8,0.012479433128551673,0,3,0,0
77.2900086,28.6222897,0.0,49,0.005762573322736593,0,0.002150822180004957,9,0.012910566070093239,0,1,0,0
